word	freq	segmented	gloss
neusak	4	ne-usak	eat-?
buh	4	b-uh	?-PL
ciamtehnate	4	ci-amtehna-te	say-?-PL
kaikhiato	4	ka-ikhiato	1SG-?
painopna	4	pai-nop-na	go-?-NMLZ
kithehthangna	4	kithehthang-na	?-NMLZ
kihawlkhiatna	4	kihawlkhiat-na	?-NMLZ
hamphatnate	4	hamphatna-te	?-PL
kimawhsaknate	4	kimawhsakna-te	?-PL
omkhit	4	om-khit	exist-?
siathei	4	siat-hei	spoil-?
thudawnna	4	thu-dawn-na	word-?-NMLZ
leihoihna	4	leihoih-na	?-NMLZ
biakte	4	biak-te	?-PL
khangcing	4	khang-cing	generation-?
tamlawhna	4	tamlawh-na	?-NMLZ
thudotin	4	thu-dotin	word-?
katna	4	ka-t-na	1SG-?-NMLZ
lanna	4	lan-na	?-NMLZ
mote	4	mo-te	?-PL
patausak	4	pa-tausak	father-?
lianpente	4	lianpen-te	?-PL
puanungah	4	pua-nungah	carry.on.back-?
tehsuk	4	teh-suk	measure-?
theihnop	4	theih-nop	know.II-?
thudotte	4	thu-dot-te	word-?-PL
kamsia	4	ka-msia	1SG-?
tuamtuamah	4	tuam-tuamah	promise-?
zawdeuh	4	za-wde-uh	hear.I-?-PL
lungkhamhuai	4	lung-khamhuai	feel-?
naupaiite	4	na-upa-ii-te	2SG-elder-?-PL
zaknop	4	zak-nop	hear.II-?
deihteng	4	deih-teng	want-?
ngapi	4	nga-pi	endure-?
nap	4	na-p	2SG-?
khutzaw	4	khut-zaw	hand-?
valin	4	va-lin	go.and-?
lutthei	4	lut-thei	enter-?
puanbek	4	pua-nbek	carry.on.back-?
bartholomew	4	ba-rtholomew	owe-?
thulang	4	thu-lang	word-?
munuam	4	mu-nuam	see.I-?
kikhiat	4	kikhia-t	depart-?
cit	4	ci-t	say-?
khenkhit	4	khen-khit	divide-?
khohsa	4	kho-hsa	labor-?
luttheih	4	lut-theih	enter-?
arimathea	4	a-rimathea	3SG-?
zakhin	4	zak-hin	hear.II-?
tuigei	4	tui-gei	water-?
sumpi	4	sum-pi	money-?
zintun	4	zi-ntun	wife-?
matthat	4	mat-that	grasp-?
mattathias	4	mat-tathias	grasp-?
kainan	4	ka-inan	1SG-?
nulsak	4	nu-lsak	mother-?
khahkhiat	4	khah-khiat	choke-?
zakkhias	4	zak-khias	hear.II-?
lakthei	4	lak-thei	take-?
khentheih	4	khen-theih	divide-?
alexandria	4	a-lexandria	3SG-?
nekloh	4	nek-loh	eat.II-?
gamdaih	4	gam-daih	land-?
thahsawmna	4	thahsawm-na	?-NMLZ
sikkawipi	4	sik-kawipi	repent-?
sikhin	4	sik-hin	repent-?
zote	4	zo-te	?-PL
suakthei	4	suak-thei	become-?
kimawlna	4	kimawl-na	?-NMLZ
pautheih	4	pau-theih	speak-?
cingtaaksak	4	ci-ngtaaksak	say-?
cingtaakin	4	ci-ngtaakin	say-?
nambat	4	na-mbat	2SG-?
innsa	3	i-nnsa	1PL.INCL-?
bokvakte	3	bokvak-te	?-PL
satak	3	sat-ak	strike-?
ngiansiam	3	ngian-siam	endure-?
kilangneihna	3	kilangneih-na	?-NMLZ
limcite	3	limci-te	?-PL
zillah	3	zi-llah	wife-?
nefilim	3	ne-filim	eat-?
minthangte	3	minthan-g-te	bless-?-PL
khangkhang	3	khang-khang	generation-?
mukah	3	mu-kah	see.I-?
ashkenaz	3	a-shkenaz	3SG-?
kalah	3	ka-lah	1SG-?
samsiate	3	sam-sia-te	call-?-PL
aner	3	a-ne-r	3SG-eat-?
kipawlpihte	3	kipawlpih-te	?-PL
giatte	3	giat-te	?-PL
mimkhau	3	mi-mkhau	person-?
khuadaktoh	3	khua-daktoh	town-?
kheng	3	khen-g	divide-?
kimawhsakna	3	kimawhsak-na	?-NMLZ
lungka	3	lung-ka	feel-?
sawlbawk	3	sawl-bawk	send-?
kemuel	3	kem-uel	guard-?
tehkhia	3	teh-khia	measure-?
leihawmte	3	leihawm-te	?-PL
tuikhuka	3	tui-khuka	water-?
nungsang	3	nung-sang	live-?
kikhuh	3	kikh-uh	?-PL
mibsam	3	mi-bsam	person-?
nafish	3	na-fish	2SG-?
betna	3	bet-na	?-NMLZ
khuamin	3	khua-min	town-?
kimuhdahna	3	kimuhdah-na	?-NMLZ
vomte	3	vom-te	?-PL
ngasak	3	nga-sak	endure-?
zawnin	3	za-wnin	hear.I-?
pawlkhatah	3	pa-wlkhatah	father-?
thumannate	3	thu-manna-te	word-?-PL
kamkhum	3	ka-mkhum	1SG-?
omar	3	om-ar	exist-?
mizzah	3	mi-zzah	person-?
ithran	3	i-thran	1PL.INCL-?
matred	3	mat-red	grasp-?
taikhiatna	3	taikhiat-na	?-NMLZ
sangsakin	3	sang-sakin	high-?
khiathei	3	khia-thei	exit-?
hoihlam	3	hoih-lam	be.good-?
khailum	3	khai-lum	hold-?
kihauh	3	kiha-uh	?-PL
kikoihcing	3	kiko-ihcing	cry.out-?
asenath	3	a-senath	3SG-?
enen	3	en-en	look-?
dotnate	3	dotna-te	?-PL
nesakin	3	ne-sakin	eat-?
khangnona	3	khang-no-na	generation-?-NMLZ
puakzawh	3	pua-kzawh	carry.on.back-?
ciahkiksak	3	ciahkik-sak	return.again-?
areli	3	a-reli	3SG-?
nungtazo	3	nung-tazo	live-?
thumantak	3	thu-mantak	word-?
sattat	3	sat-tat	strike-?
buluh	3	bul-uh	?-PL
cihsak	3	cih-sak	say.NOM-?
khoisak	3	kho-isak	labor-?
sapsak	3	sa-psak	flesh-?
zipporah	3	zi-pporah	wife-?
tuilite	3	tui-li-te	water-?-PL
nekzah	3	nek-zah	eat.II-?
khuamui	3	khua-mui	town-?
bangtungzawl	3	ba-ngtungzawl	owe-?
sawlkhiat	3	sawl-khiat	send-?
minamdang	3	minam-dang	nation-?
baalzefon	3	ba-alzefon	owe-?
zahzahin	3	zah-zahin	fear-?
lingcip	3	lin-gcip	hope-?
vamimte	3	va-mim-te	go.and-?-PL
khom	3	kho-m	labor-?
paisuakzo	3	pai-suakzo	go-?
belhna	3	belh-na	?-NMLZ
anlakna	3	a-nlak-na	3SG-?-NMLZ
elna	3	el-na	?-NMLZ
dikpa	3	dik-pa	straight-?
gongbakte	3	gongbak-te	?-PL
khaudum	3	kha-udum	spirit-?
pangkhat	3	pa-ngkhat	father-?
vankhaina	3	va-nkhai-na	go.and-?-NMLZ
singpekte	3	singpek-te	?-PL
agate	3	a-ga-te	3SG-?-PL
amethyst	3	a-methyst	3SG-?
siklong	3	sik-long	repent-?
kawnggakte	3	ka-wnggak-te	1SG-?-PL
kikipsakna	3	kikipsak-na	?-NMLZ
kitatkhiatna	3	kitatkhiat-na	?-NMLZ
sawhin	3	sa-whin	flesh-?
ahisamak	3	a-hi-samak	3SG-be-?
lelhna	3	lelh-na	?-NMLZ
banbulhte	3	ba-nbulh-te	owe-?-PL
valteng	3	va-lteng	go.and-?
theihlohna	3	theih-loh-na	know.II-?-NMLZ
kihelte	3	kihel-te	?-PL
khepite	3	khepi-te	?-PL
khamtheih	3	kham-theih	forbid-?
sanhuai	3	sa-nhuai	flesh-?
luimu	3	lu-imu	head-?
bak	3	ba-k	owe-?
thukzawk	3	thu-kzawk	word-?
lutol	3	lut-ol	enter-?
nitsakna	3	ni-tsak-na	day-?-NMLZ
daihna	3	daih-na	?-NMLZ
vakto	3	vak-to	walk-?
saulua	3	sau-lua	long-?
sitbaanna	3	sit-baan-na	cut.off-?-NMLZ
sawmngana	3	sa-wmnga-na	flesh-?-NMLZ
gawpgawpna	3	gawpgawp-na	?-NMLZ
zawngkhalna	3	za-wngkhal-na	hear.I-?-NMLZ
zawnglua	3	za-wnglua	hear.I-?
giahphualte	3	giahphual-te	?-PL
kitatna	3	kitat-na	?-NMLZ
behtangun	3	beh-tangun	tribe-?
palhngulh	3	pa-lhngulh	father-?
pawmin	3	pa-wmin	father-?
sante	3	sa-n-te	flesh-?-PL
nehin	3	ne-hin	eat-?
igal	3	i-gal	1PL.INCL-?
palti	3	pa-lti	father-?
lawhna	3	lawh-na	?-NMLZ
malzah	3	mal-zah	be.dry-?
hawmthawh	3	hawm-thawh	join-?
hingtangun	3	hi-ngtangun	be-?
kilahna	3	kilah-na	?-NMLZ
nawksuak	3	na-wksuak	2SG-?
linggawp	3	lin-ggawp	hope-?
kihilna	3	kihil-na	?-NMLZ
suaktate	3	suak-ta-te	become-?-PL
kisimte	3	kisim-te	?-PL
khasim	3	kha-sim	spirit-?
ciampel	3	ci-ampel	say-?
lumkhawmsa	3	lum-khawmsa	warm-?
nungaknote	3	nung-akno-te	live-?-PL
baalmeon	3	ba-almeon	owe-?
sawmlina	3	sa-wmli-na	flesh-?-NMLZ
sumang	3	sum-ang	money-?
akrabbim	3	a-krabbim	3SG-?
azmon	3	a-zmon	3SG-?
thatkha	3	that-kha	kill-?
khutun	3	khut-un	hand-?
totsa	3	tot-sa	contend-?
avvim	3	a-vvim	3SG-?
khuadakto	3	khua-dakto	town-?
genteng	3	gen-teng	speak-?
kizahtakna	3	kizahtak-na	?-NMLZ
thuahte	3	thu-ah-te	word-?-PL
siangte	3	siang-te	?-PL
suahtaksakna	3	suahtaksak-na	?-NMLZ
khong	3	kho-ng	labor-?
cinte	3	ci-n-te	say-?-PL
apkik	3	a-pkik	3SG-?
suangtumpite	3	suangtumpi-te	?-PL
lungham	3	lung-ham	feel-?
khansauna	3	kha-nsau-na	spirit-?-NMLZ
cimawhsak	3	cim-awhsak	pierce-?
kholh	3	kho-lh	labor-?
mitnauta	3	mit-nauta	eye-?
zarethan	3	za-rethan	hear.I-?
ankan	3	a-nkan	3SG-?
puanhoih	3	pua-nhoih	carry.on.back-?
hihnasa	3	hi-hnasa	be-?
cipin	3	ci-pin	say-?
akshaf	3	a-kshaf	3SG-?
nafathdor	3	na-fathdor	2SG-?
mizpeh	3	mi-zpeh	person-?
baalgad	3	ba-algad	owe-?
kuankhiatna	3	kuankhiat-na	?-NMLZ
arba	3	a-rba	3SG-?
kabzeel	3	ka-bzeel	1SG-?
engannim	3	en-gannim	look-?
kanah	3	ka-nah	1SG-?
endor	3	en-dor	look-?
neulua	3	ne-ulua	eat-?
baalath	3	ba-alath	owe-?
lononate	3	lonona-te	?-PL
adonibezek	3	a-donibezek	3SG-?
antah	3	a-ntah	3SG-?
khansak	3	kha-nsak	spirit-?
khualzinte	3	khua-lzin-te	town-?-PL
ciangciang	3	cian-gciang	announce-?
pausak	3	pau-sak	speak-?
abelmeholah	3	a-belmeholah	3SG-?
khade	3	kha-de	spirit-?
bilbah	3	bil-bah	ear-?
naihuai	3	na-ihuai	2SG-?
zalmon	3	za-lmon	hear.I-?
khuangneute	3	khua-ngneu-te	town-?-PL
niamkoih	3	ni-amkoih	day-?
gamtakik	3	gam-takik	land-?
lampialin	3	lampi-alin	way-?
ciampek	3	ci-ampek	say-?
ummawh	3	um-mawh	believe-?
puteekpa	3	pute-ekpa	ancestors-?
nungakno	3	nung-akno	live-?
ngakzo	3	nga-kzo	endure-?
pailam	3	pai-lam	go-?
tanaupa	3	tanau-pa	orphan-?
thaneemte	3	thaneem-te	?-PL
lungzuang	3	lung-zuang	feel-?
sangtosak	3	sang-tosak	high-?
kikhiasuk	3	kikhia-suk	depart-?
palai	3	pa-lai	father-?
apkhapna	3	a-pkhap-na	3SG-?-NMLZ
abiel	3	a-biel	3SG-?
sumnen	3	sum-nen	money-?
innkhumzanga	3	i-nnkhumzanga	1PL.INCL-?
theisa	3	thei-sa	know.I-?
sawltheih	3	sawl-theih	send-?
leengkai	3	leeng-kai	chariot-?
ciangka	3	cian-gka	announce-?
zuito	3	zui-to	follow-?
vattuk	3	va-ttuk	go.and-?
muaimuai	3	mu-aimuai	see.I-?
hamna	3	ham-na	?-NMLZ
luhsak	3	lu-hsak	head-?
lukham	3	lu-kham	head-?
muitum	3	mu-itum	see.I-?
nawhtat	3	na-whtat	2SG-?
munmuanhuaina	3	mu-nmuanhuai-na	see.I-?-NMLZ
tunkhitna	3	tunkhit-na	?-NMLZ
sukhalo	3	suk-halo	make.become-?
theimoh	3	thei-moh	know.I-?
lukhung	3	lukhu-ng	crown-?
gamtatkha	3	gam-tatkha	land-?
gamtazo	3	gam-tazo	land-?
zaptel	3	za-ptel	hear.I-?
sungtumna	3	sungtum-na	?-NMLZ
ibhar	3	i-bhar	1PL.INCL-?
angawina	3	a-nga-wi-na	3SG-endure-?-NMLZ
luate	3	lu-a-te	head-?-PL
innluah	3	i-nnluah	1PL.INCL-?
banglel	3	ba-nglel	owe-?
mualpangah	3	mu-alpangah	see.I-?
vaikhakna	3	va-ikhak-na	go.and-?-NMLZ
adoram	3	a-doram	3SG-?
siamlawngpi	3	siam-lawngpi	be.skilled-?
kihutna	3	kihut-na	?-NMLZ
thangte	3	thang-te	?-PL
kaai	3	ka-ai	1SG-?
ahoah	3	a-hoah	3SG-?
ikkesh	3	i-kkesh	1PL.INCL-?
baana	3	ba-a-na	owe-?-NMLZ
tuidawnin	3	tui-dawnin	water-?
tehzawh	3	teh-zawh	measure-?
vanpua	3	va-npua	go.and-?
innkam	3	i-nnkam	1PL.INCL-?
nanna	3	na-n-na	2SG-?-NMLZ
innkamte	3	i-nnkam-te	1PL.INCL-?-PL
umgah	3	um-gah	believe-?
nannate	3	na-nna-te	2SG-?-PL
awnsak	3	a-wnsak	3SG-?
thupina	3	thu-pi-na	word-?-NMLZ
ashtoreth	3	a-shtoreth	3SG-?
omkhawmin	3	om-khawmin	exist-?
ngahkikna	3	ngah-kik-na	get-?-NMLZ
phualte	3	phual-te	?-PL
ijon	3	i-jon	1PL.INCL-?
hihzaw	3	hi-hzaw	be-?
zarefath	3	za-refath	hear.I-?
vaikhakin	3	va-ikhakin	go.and-?
hoihzawk	3	hoih-zawk	be.good-?
hawlpa	3	hawl-pa	seek-?
tuinakah	3	tui-nakah	water-?
leibate	3	leiba-te	?-PL
kiatna	3	kiat-na	?-NMLZ
ngaklai	3	nga-klai	endure-?
maangte	3	maang-te	?-PL
mattan	3	mat-tan	grasp-?
neng	3	ne-ng	eat-?
zuautatna	3	zuautat-na	?-NMLZ
adrammelek	3	a-drammelek	3SG-?
puansawppa	3	pua-nsawppa	carry.on.back-?
kikop	3	kiko-p	cry.out-?
hena	3	he-na	?-NMLZ
ivvah	3	i-vvah	1PL.INCL-?
nakpheh	3	na-kpheh	2SG-?
khituite	3	khitui-te	?-PL
zindo	3	zi-ndo	wife-?
nautangte	3	na-utang-te	2SG-?-PL
dawibiakna	3	dawibiak-na	?-NMLZ
hante	3	han-te	?-PL
zawngpente	3	za-wngpen-te	hear.I-?-PL
omzawh	3	om-zawh	exist-?
salma	3	sa-lma	flesh-?
neariah	3	ne-ariah	eat-?
adiel	3	a-diel	3SG-?
azriel	3	a-zriel	3SG-?
zimmah	3	zi-mmah	wife-?
abdi	3	a-bdi	3SG-?
mikloth	3	mi-kloth	person-?
sallu	3	sa-llu	flesh-?
ahoh	3	a-hoh	3SG-?
khenaniah	3	khen-aniah	divide-?
nengniamsak	3	ne-ngniamsak	eat-?
nilhte	3	ni-lh-te	day-?-PL
thuzawh	3	thu-zawh	word-?
pemtate	3	pemta-te	?-PL
neihnate	3	neih-na-te	have.II-?-PL
zatte	3	za-t-te	hear.I-?-PL
tokhomah	3	to-khomah	sit-?
thuciamsa	3	thu-ciamsa	word-?
zawsak	3	za-wsak	hear.I-?
tobijah	3	to-bijah	sit-?
puantualpite	3	pua-ntualpi-te	carry.on.back-?-PL
tok	3	to-k	sit-?
liamnate	3	liamna-te	?-PL
vangah	3	va-ngah	go.and-?
sumit	3	sum-it	money-?
puahsiang	3	puah-siang	divine-?
piaknopna	3	piak-nop-na	give.to-?-NMLZ
nuihsanin	3	nu-ihsanin	mother-?
lomte	3	lom-te	?-PL
miniamin	3	min-iamin	name-?
thugenkholhna	3	thugen-kholh-na	preach-?-NMLZ
zuansak	3	zuan-sak	cross-?
karkhemish	3	ka-rkhemish	1SG-?
adonikam	3	a-donikam	3SG-?
ziha	3	zi-ha	wife-?
siampipihte	3	siam-pipih-te	be.skilled-?-PL
lunghihmawhpih	3	lung-hihmawhpih	feel-?
losapte	3	losap-te	?-PL
suaksa	3	suak-sa	become-?
ahava	3	a-hava	3SG-?
tanna	3	tan-na	?-NMLZ
maavanna	3	maavan-na	?-NMLZ
kelita	3	ke-lita	foot-?
mattenai	3	mat-tenai	grasp-?
vakkhia	3	vak-khia	walk-?
zaipi	3	za-ipi	hear.I-?
pama	3	pa-ma	father-?
khupna	3	khup-na	?-NMLZ
ukgawp	3	uk-gawp	rule-?
azzur	3	a-zzur	3SG-?
bakbukiah	3	ba-kbukiah	owe-?
pengsak	3	peng-sak	break.into-?
kithuh	3	kith-uh	?-PL
beisakna	3	beisak-na	?-NMLZ
patsa	3	pa-tsa	father-?
khantohna	3	kha-ntoh-na	spirit-?-NMLZ
hawkna	3	hawk-na	?-NMLZ
suktansak	3	suk-tansak	make.become-?
aktui	3	a-ktui	3SG-?
tuikhal	3	tui-khal	water-?
lunggulhin	3	lung-gulhin	feel-?
khaktanzo	3	kha-ktanzo	spirit-?
satpiang	3	sat-piang	strike-?
muante	3	mu-an-te	see.I-?-PL
anvai	3	a-nvai	3SG-?
nungtakik	3	nung-takik	live-?
musanete	3	mu-sane-te	see.I-?-PL
kahkahna	3	ka-hkah-na	1SG-?-NMLZ
suktheih	3	suk-theih	make.become-?
thamante	3	thaman-te	?-PL
cihtheih	3	cih-theih	say.NOM-?
lungtom	3	lung-tom	feel-?
lunggimin	3	lung-gimin	feel-?
toncip	3	to-ncip	sit-?
nikten	3	ni-kten	day-?
leivuite	3	leivui-te	?-PL
pelhna	3	pelh-na	?-NMLZ
ciamnuihna	3	ci-amnuih-na	say-?-NMLZ
ninbulom	3	nin-bulom	day-?
kikoihsa	3	kiko-ihsa	cry.out-?
thuhkik	3	thu-hkik	word-?
hihkik	3	hi-hkik	be-?
velvel	3	ve-lvel	do-?
kiphatsaknate	3	kiphatsakna-te	?-PL
theikim	3	thei-kim	know.I-?
khamcip	3	kham-cip	forbid-?
genkha	3	gen-kha	speak-?
bangzahta	3	ba-ngzahta	owe-?
nisuak	3	ni-suak	day-?
nip	3	ni-p	day-?
sumngote	3	sum-ngo-te	money-?-PL
khecinte	3	khecin-te	?-PL
kitamte	3	kitam-te	?-PL
citheisakkik	3	ci-theisakkik	say-?
siamang	3	siam-ang	be.skilled-?
leengtui	3	leeng-tui	chariot-?
kibawlphat	3	kibawl-phat	be.done-?
deuh	3	de-uh	?-PL
lelna	3	lel-na	?-NMLZ
teelte	3	teel-te	?-PL
kihotkhiatna	3	kihotkhiat-na	?-NMLZ
lungmuan	3	lung-muan	feel-?
kikoko	3	kiko-ko	cry.out-?
khuailuzu	3	khua-iluzu	town-?
dingtang	3	ding-tang	stand-?
khasia	3	kha-sia	spirit-?
tuithukpite	3	tui-thukpi-te	water-?-PL
khanglaite	3	khang-lai-te	generation-?-PL
mitheek	3	mit-heek	eye-?
tawnna	3	tawn-na	?-NMLZ
gentham	3	gen-tham	speak-?
nuihsatin	3	nu-ihsatin	mother-?
vuakna	3	vuak-na	?-NMLZ
lungnop	3	lung-nop	feel-?
khakunkun	3	kha-kunkun	spirit-?
tuizeu	3	tui-zeu	water-?
khangualte	3	khang-ual-te	generation-?-PL
ciangkik	3	cian-gkik	announce-?
keutumsak	3	keu-tumsak	dig-?
sikcipsak	3	sik-cipsak	repent-?
gallauna	3	gallau-na	?-NMLZ
kuakte	3	kuak-te	?-PL
zukhamte	3	zukham-te	?-PL
utte	3	ut-te	?-PL
ahipa	3	a-hi-pa	3SG-be-?
zaktheih	3	zak-theih	hear.II-?
khuaphialepte	3	khua-phialep-te	town-?-PL
nungsakin	3	nung-sakin	live-?
hinkhawi	3	hi-nkhawi	be-?
ensukin	3	en-sukin	look-?
nungtasakkik	3	nung-tasakkik	live-?
thuhilhpa	3	thu-hilhpa	word-?
thutakin	3	thu-takin	word-?
gankhahna	3	gankhah-na	?-NMLZ
kawina	3	ka-wi-na	1SG-?-NMLZ
tuidawnte	3	tui-dawn-te	water-?-PL
paatkhia	3	pa-atkhia	father-?
muamua	3	mu-amua	see.I-?
kaikhawmkik	3	ka-ikhawmkik	1SG-?
sunsunte	3	sunsun-te	?-PL
tuiphih	3	tui-phih	water-?
tuhte	3	tuh-te	?-PL
gengenin	3	gen-genin	speak-?
tungsuk	3	tung-suk	arrive-?
thugentehnate	3	thugen-tehna-te	preach-?-PL
pialkha	3	pia-lkha	give-?
thumuhnate	3	thu-muhna-te	word-?-PL
ngaihbaanna	3	ngaih-baan-na	listen.II-?-NMLZ
miginalo	3	mi-ginalo	person-?
piakkhiat	3	piak-khiat	give.to-?
kamtam	3	ka-mtam	1SG-?
khemzawh	3	khem-zawh	restrain-?
nungzangah	3	nung-zangah	live-?
deihdeih	3	deih-deih	want-?
zuaugenna	3	zuaugen-na	?-NMLZ
thukihilhna	3	thu-kihilh-na	word-?-NMLZ
hikha	3	hi-kha	be-?
thuzak	3	thu-zak	word-?
maitaina	3	mai-tai-na	face-?-NMLZ
zaknophuai	3	zak-nophuai	hear.II-?
taanna	3	taan-na	?-NMLZ
hoihpenin	3	hoih-penin	be.good-?
pat	3	pa-t	father-?
vawhte	3	va-wh-te	go.and-?-PL
tutpih	3	tut-pih	sleep-?
thakhauhna	3	thakhauh-na	?-NMLZ
tuivot	3	tui-vot	water-?
kilawmna	3	kilawm-na	?-NMLZ
leengsuk	3	leeng-suk	chariot-?
tungthama	3	tung-thama	arrive-?
hoihzawkna	3	hoih-zawk-na	be.good-?-NMLZ
nuntaksak	3	nuntak-sak	live-?
misiate	3	misi-a-te	dead-?-PL
paaksak	3	pa-aksak	father-?
ngaihhuai	3	ngaih-huai	listen.II-?
gamlumnate	3	gam-lumna-te	land-?-PL
suknawi	3	suk-nawi	make.become-?
sakhitalno	3	sak-hitalno	cause-?
kiuh	3	ki-uh	?-PL
lamte	3	lam-te	?-PL
lingsakgawp	3	lin-gsakgawp	hope-?
mipite	3	mi-pi-te	person-?-PL
awkin	3	a-wkin	3SG-?
veilama	3	ve-ilama	do-?
pathros	3	pa-thros	father-?
sitlai	3	sit-lai	cut.off-?
zaai	3	za-ai	hear.I-?
namdangte	3	na-mdang-te	2SG-?-PL
khialhpih	3	khial-hpih	err-?
khenkip	3	khen-kip	divide-?
ninkholna	3	nin-khol-na	day-?-NMLZ
suahsakna	3	suahsak-na	?-NMLZ
kummin	3	kum-min	year-?
sehnelte	3	sehnel-te	?-PL
thukpenna	3	thu-kpen-na	word-?-NMLZ
zakzak	3	zak-zak	hear.II-?
kiluh	3	kil-uh	?-PL
awngthawl	3	a-wngthawl	3SG-?
sumbawm	3	sum-bawm	money-?
tungvat	3	tung-vat	arrive-?
lausakzo	3	lau-sakzo	fear-?
hihlohna	3	hi-hloh-na	be-?-NMLZ
kikhualna	3	kikhual-na	?-NMLZ
tengsakkik	3	teng-sakkik	dwell-?
kimakna	3	kimak-na	?-NMLZ
zik	3	zi-k	wife-?
thumthum	3	thu-mthum	word-?
neupente	3	ne-upen-te	eat-?-PL
kepsak	3	kep-sak	clutch-?
suhna	3	suh-na	?-NMLZ
bangpi	3	ba-ngpi	owe-?
gamlakpi	3	gamla-kpi	wilderness-?
mutin	3	mu-tin	see.I-?
awlmawh	3	a-wlmawh	3SG-?
lopite	3	lopi-te	?-PL
kantanzo	3	ka-ntanzo	1SG-?
keei	3	ke-ei	foot-?
sapsap	3	sa-psap	flesh-?
nungdelhsak	3	nung-delhsak	live-?
gammong	3	gam-mong	land-?
ngaihsuttawm	3	ngaihsut-tawm	consider-?
pasalnei	3	pasal-nei	husband-?
sangun	3	sang-un	high-?
cizaw	3	ci-zaw	say-?
amsak	3	a-msak	3SG-?
ngaihsutkhak	3	ngaihsut-khak	consider-?
malkhiah	3	mal-khiah	be.dry-?
saltangte	3	sa-ltang-te	flesh-?-PL
khangtosak	3	khang-tosak	generation-?
khuttung	3	khut-tung	hand-?
umsak	3	um-sak	believe-?
taangmi	3	taang-mi	?-NMLZ.AG
nehelam	3	ne-helam	eat-?
ngawlin	3	nga-wlin	endure-?
nergalsharezer	3	ne-rgalsharezer	eat-?
khawlmun	3	kha-wlmun	spirit-?
omlaisun	3	om-laisun	exist-?
hiamin	3	hi-amin	be-?
cialte	3	ci-al-te	say-?-PL
huhnate	3	huhna-te	?-PL
silhte	3	silh-te	?-PL
misuamte	3	mi-suam-te	person-?-PL
painop	3	pai-nop	go-?
theisakkik	3	thei-sakkik	know.I-?
phungte	3	phung-te	?-PL
molhtumte	3	molhtum-te	?-PL
muhkhak	3	muh-khak	see.II-?
genkholhnate	3	gen-kholhna-te	speak-?-PL
mindaihuai	3	min-daihuai	name-?
paikhiatlam	3	paikhiat-lam	send.away-?
zialzial	3	zi-alzial	wife-?
kisawmna	3	kisawm-na	?-NMLZ
galnanna	3	galnan-na	?-NMLZ
sisante	3	sisan-te	?-PL
annekte	3	a-nnek-te	3SG-?-PL
kumkhia	3	kum-khia	year-?
karnelian	3	ka-rnelian	1SG-?
huana	3	hua-na	?-NMLZ
zawngkhalte	3	za-wngkhal-te	hear.I-?-PL
lampialte	3	lampi-al-te	way-?-PL
pumpite	3	pumpi-te	?-PL
nekzawh	3	nek-zawh	eat.II-?
munteng	3	mu-nteng	see.I-?
piakkhop	3	piak-khop	give.to-?
ngaptansak	3	nga-ptansak	endure-?
kideidanna	3	kideidan-na	?-NMLZ
khamkhi	3	kham-khi	forbid-?
vaihawmpi	3	va-ihawmpi	go.and-?
laina	3	lai-na	?-NMLZ
khauhzaw	3	kha-uhzaw	spirit-?
pianzawh	3	pia-nzawh	give-?
biaknopna	3	biaknop-na	?-NMLZ
mawhmaisakna	3	mawhmaisak-na	?-NMLZ
mukhol	3	mu-khol	see.I-?
mialta	3	mi-alta	person-?
awngkek	3	a-wngkek	3SG-?
huaihamin	3	huai-hamin	dread-?
neihteng	3	neih-teng	have.II-?
sihsuah	3	sih-suah	die-?
neihtuam	3	neih-tuam	have.II-?
ngakngak	3	nga-kngak	endure-?
kekseu	3	ke-kseu	foot-?
nattunin	3	na-ttunin	2SG-?
vokcingte	3	vokcing-te	?-PL
diamdiam	3	diam~diam	?~RED
bangkhat	3	ba-ngkhat	owe-?
cingteng	3	ci-ngteng	say-?
gennesaret	3	gen-nesaret	speak-?
ninsakthei	3	ninsak-thei	strengthen-?
khezawte	3	khezaw-te	?-PL
suplawhte	3	suplawh-te	?-PL
cihnate	3	cih-na-te	say.NOM-?-PL
zuihsa	3	zui-hsa	follow-?
hihthei	3	hi-hthei	be-?
sumbukah	3	sum-bukah	money-?
piakzah	3	piak-zah	give.to-?
khuanai	3	khua-nai	town-?
khawhlawh	3	kha-whlawh	spirit-?
zangmang	3	zang-mang	use-?
saupipi	3	sau-pipi	long-?
tuitung	3	tui-tung	water-?
sihkhit	3	sih-khit	die-?
khawmpih	3	kha-wmpih	spirit-?
tuihupna	3	tui-hup-na	water-?-NMLZ
kisialna	3	kisial-na	?-NMLZ
laukawm	3	lau-kawm	fear-?
hehpihhuaisa	3	hehpih-huaisa	be.angry-?
theipah	3	thei-pah	know.I-?
anlumte	3	a-nlum-te	3SG-?-PL
zakkhit	3	zak-khit	hear.II-?
neklam	3	nek-lam	eat.II-?
khamkhit	3	kham-khit	forbid-?
khuanawlah	3	khua-nawlah	town-?
sumkhekte	3	sum-khek-te	money-?-PL
khawhlawhsak	3	kha-whlawhsak	spirit-?
zahpihbawl	3	zah-pihbawl	fear-?
sihkhitna	3	sih-khit-na	die-?-NMLZ
theihkhit	3	theih-khit	know.II-?
thukin	3	thu-kin	word-?
khinte	3	khin-te	?-PL
kibangkim	3	kibang-kim	be.alike-?
dingvat	3	ding-vat	stand-?
